"stop_id","fermata","descrizione","lat","lon"
1390,357,"Risorgimento Carnia",45.491745,12.190881
1391,358,"Risorgimento Asseggiano",45.494499,12.191739
1392,359,"Olmo Giovanni XXIII",45.517395,12.18642
1393,360,"Olmo Minzoni",45.518742,12.181866
1394,361,"Olmo Papa Luciani",45.519531,12.177216
1395,362,"Olmo Calvi",45.52047,12.172748
1396,363,"Maerne Cimitero",45.522057,12.165795
1397,364,"Maerne Tasso",45.523148,12.16256
1398,365,"Maerne Chiesa",45.523884,12.158188
1399,366,"Maerne Isonzo",45.526821,12.157088
1400,367,"San Dona' Rielta",45.502476,12.27134
1401,368,"Spinea Rossignago",45.493103,12.161488
1402,369,"Gobbi San Dona'",45.504295,12.282751
1403,370,"Martellago Veneto",45.543797,12.16242
1404,371,"Preganziol FS",45.604115,12.23175
1405,372,"Martellago Trento",45.543842,12.167463
1406,373,"Martellago Verdi",45.545769,12.162215
1407,374,"Martellago Piazza Vittori",45.546864,12.157206
1408,375,"Cavalcavia Vempa",45.482101,12.237834
1409,376,"Trezzo Terraglio",45.50708,12.239843
1410,380,"Liberta' Fincantieri",45.475475,12.251347
1411,381,"Liberta' Porto Marghera",45.470852,12.259123
1412,2895,"Fosso' Zona Industriale",45.399483,12.052189
1413,2896,"Fosso' Bosello",45.37685,12.046864
1414,2897,"Fosso' Bosello",45.37656,12.046856
1415,2902,"Rottanova Civico 18",45.157413,12.003799
1416,2903,"Stazione Pegolotte",45.193882,12.042299
1417,2904,"Stazione Pegolotte",45.193748,12.041816
1418,2905,"Corezzola",45.20546,12.096965
1419,2906,"Corezzola",45.205387,12.096584
1420,2907,"Cantarana Paese",45.199848,12.098606
1421,2908,"Rosara",45.289772,12.130206
1422,2909,"Rosara",45.290257,12.13067
1423,2910,"Lova",45.327183,12.133496
1424,2911,"Lova",45.328331,12.13433
1425,2912,"Romea Canale Piccolo",45.340668,12.135137
1426,2913,"Romea Canale Piccolo",45.341278,12.135486
1427,2914,"Lugo",45.368683,12.138467
1428,2915,"Romea Lughetto",45.390774,12.140006
1429,2916,"Lugo",45.366272,12.1376
1430,2917,"Romea Lughetto",45.389896,12.139701
1431,2918,"Lugo Zona Industriale",45.372337,12.134935
1432,2919,"Lughetto Rampado",45.377441,12.132146
1433,2920,"Lughetto Rampado",45.377357,12.131877
1434,2921,"Lughetto",45.38179,12.12964
1435,2922,"Lughetto",45.382214,12.129938
1436,2923,"Lughetto Di Vittorio",45.384808,12.127797
1437,2924,"Lughetto Di Vittorio",45.384968,12.128073
1438,2925,"Adria Scuole",45.047939,12.050676
1439,2926,"Adria Scuole",45.049286,12.0502
1440,2927,"Cavarzere Capitello",45.09473,12.113678
1441,2928,"Cavarzere Acquamarza",45.1022,12.138656
1442,2929,"Cavarzere Punta Pali",45.102882,12.147656
1443,2930,"Cavarzere Ca' Briani",45.116455,12.138671
1444,2931,"Cavarzere Ca' Tron",45.120525,12.112333
1445,2932,"Cavarzere Tartaro",45.124195,12.084741
1446,2933,"Pettorazza Provinciale",45.134109,12.028482
1447,2934,"Pettorazza Provinciale",45.133884,12.028407
1448,2935,"Pettorazza Zona Industria",45.13496,12.00842
1449,2936,"Pettorazza Zona Industria",45.13456,12.008615
1450,2937,"Chioggia Venturini",45.196861,12.281726
1451,2938,"Chioggia Venturini",45.196671,12.281079
1452,2939,"Scaltenigo",45.470692,12.08017
1453,2940,"Corezzola Cantarana",45.205032,12.092971
1454,2941,"Correzzola  Cantarana",45.205227,12.09306
1455,2943,"Mellaredo Vivaldi",45.458946,11.996826
1456,2944,"Mellaredo Vivaldi",45.459103,11.99667
1457,2945,"Ferrovia Pionca",45.442768,12.045788
1458,2946,"Ferrovia Pionca",45.442375,12.046218
1459,2950,"Mogliano Terraglio",45.560356,12.234147
1460,2951,"Mogliano Centro",45.560093,12.234925
1461,2952,"Vetrego",45.457104,12.098528
1462,2953,"Vetrego Pra'",45.458031,12.106127
1463,2954,"Vetrego Pra'",45.457928,12.105916
1464,2960,"Vetrego",45.457001,12.098623
1465,2961,"Monte Grappa XXV Aprile",45.543129,12.112195
1466,2962,"Salzano Roma",45.521759,12.1089
1467,2963,"Salzano Roma",45.521626,12.108468
1468,2964,"Cornarotta Scarlatti",45.551281,12.114801
1469,2965,"Scorze' Olmara",45.560101,12.114949
1470,2969,"Martellago Friuli",45.545525,12.154919
1471,2970,"Martellago Friuli",45.545944,12.155128
1472,2972,"Mogliano Bellini",45.553814,12.262478
1473,2973,"Mogliano Bellini",45.553616,12.26333
1474,2976,"Mogliano Ragusa",45.554337,12.252638
1475,2977,"Mogliano Ragusa",45.554138,12.253148
1476,2978,"Mogliano Civico 180",45.55442,12.251034
1477,2979,"Mogliano Civico 180",45.554256,12.251183
1478,2981,"MaerneFS",45.518055,12.15164
1479,2982,"Stigliano",45.524963,12.046601
1480,2983,"Trezzo Battuti",45.506325,12.24785
1481,2984,"Trezzo Battuti",45.506321,12.248304
1482,2985,"Mogliano Campi Sportivi",45.555637,12.246198
1483,2986,"Mogliano Campi Sportivi",45.556496,12.246397
1484,2989,"Santa Margherita",45.246563,12.139308
1485,2990,"Santa Margherita",45.246979,12.139359
1486,2991,"Codevigo Argine Sinistro",45.239376,12.147609
1487,2992,"Codevigo Argine Sinistro",45.239906,12.147633
1488,2993,"Codevigo Civico 13",45.236145,12.156653
1489,2994,"Codevigo Civico 13",45.235786,12.156372
1490,2995,"Conche",45.233654,12.165511
1491,382,"Liberta' Righi",45.469772,12.26431
1492,384,"Cialdini Mestre Centro B1",45.493328,12.245418
1493,392,"Liberta' Santa Chiara",45.440727,12.315589
1494,396,"Tronchetto Ferry",45.438972,12.304383
1495,397,"Bandiera Durando",45.477398,12.232248
1496,398,"Monte Cervino San Dona'",45.502781,12.274645
1497,399,"Bandiera Cantore",45.47274,12.229663
1498,401,"Bandiera Tommaseo",45.468258,12.227089
1499,402,"Bandiera Ghega",45.464687,12.224942
1500,404,"Bandiera Cruto",45.461586,12.223125
1501,405,"Ancona Torino",45.48185,12.248132
1502,406,"Ancona Torino",45.481739,12.248354
1503,407,"Ancona Carbonifera",45.484322,12.250699
1504,408,"Ancona Carbonifera",45.48423,12.250868
1505,414,"Padana Colombara",45.456512,12.217882
1506,415,"Malcontenta Padana",45.451042,12.213978
1507,417,"Malcontenta Chimica",45.445923,12.211212
1508,419,"Malcontenta Chiesa",45.437775,12.20547
1509,420,"Capolinea Fusina",45.41938,12.256454
1510,421,"Moranzani Elettronica",45.424934,12.247364
1511,422,"Moranzani Conca",45.427933,12.240947
1512,423,"Moranzani Civico 42",45.428215,12.231525
1513,424,"Moranzani Civico 32",45.429085,12.222054
1514,425,"Moranzani Scuole",45.43507,12.210625
1515,426,"Stazione Fimon",45.439289,12.200235
1516,427,"Stazione Iseo",45.44257,12.197197
1517,428,"Maggiolino Spazio",45.446739,12.196758
1518,429,"Stazione Erba",45.44627,12.194299
1519,430,"Colombara Piva",45.457775,12.185707
1520,431,"Colombara Marcuzzo",45.457962,12.181393
1521,432,"Capolinea Ca' Sabbioni",45.456276,12.185546
1522,434,"Colombara Zorzi",45.457184,12.18057
1523,435,"Colombara Padana",45.453644,12.179529
1524,436,"Padana Civico 338",45.451553,12.183302
1525,437,"Stazione",45.448528,12.193416
1526,438,"Trote",45.448776,12.199115
1527,439,"Padana del Lucio",45.449226,12.203074
1528,442,"Via dell' Elettronica Sil",45.434235,12.217047
1529,444,"Elettronica Stabilimento",45.429829,12.233926
1530,445,"Elettronica Civico 9",45.429504,12.240933
1531,447,"Dei Cantieri Centrale",45.428455,12.247818
1532,450,"Chimica Meccanica",45.444118,12.215211
1533,451,"Chimica Ingresso 4",45.44651,12.226057
1534,452,"Chimica Ingresso 5",45.448643,12.232925
1535,453,"Chimica Ingresso 7",45.448776,12.236868
1536,454,"Chimica Ingresso 8",45.445358,12.244991
1537,456,"Bottenigo Bottenigo",45.460541,12.218868
1538,457,"Bottenigo Mandorli",45.476654,12.201261
1539,458,"Colombo MESTRE CENTRO B4",45.493156,12.246099
1540,459,"Azoto Macchine",45.473778,12.239003
1541,461,"San Nicolo' Chiesa",45.428486,12.380626
1542,463,"La Fontaine Ca' Bianca",45.389103,12.351744
1543,464,"Beato Malamocco capolinea",45.368793,12.336895
1544,465,"Macchine Azoto",45.474964,12.237737
1545,473,"Zorzi Cosmai",45.456589,12.182996
1546,474,"Trieste Bosco",45.477219,12.209056
1547,475,"Marcon Filzi",45.557858,12.300717
1548,476,"Vespucci Ca' Rossa",45.497021,12.250054
1549,479,"Peron Saragat",45.515244,12.231544
1550,481,"Peron Saragat",45.515224,12.231278
1551,482,"Peron Baseggio",45.51733,12.231672
1552,483,"Peron Baseggio",45.517769,12.231398
1553,485,"Altinia Ca' Alvera'",45.514709,12.283532
1554,487,"Prati Civico 31",45.47414,12.159186
1555,488,"Prati Civico 31",45.474052,12.159686
1556,489,"Fornase",45.477074,12.16002
1557,490,"Fornase Fornase",45.477356,12.160055
1558,501,"VENEZIA CORSIA A8",45.438164,12.318434
1559,503,"Piazzale Roma CORSIA B7",45.43774,12.318321
1560,505,"Venezia CORSIA B2",45.43784,12.319076
1561,506,"VENEZIA CORSIA A1",45.438255,12.319207
1562,507,"VENEZIA CORSIA A2",45.438248,12.319139
1563,508,"VENEZIA CORSIA A3",45.438255,12.319068
1564,509,"VENEZIA CORSIA A4",45.438259,12.318982
1565,510,"VENEZIA CORSIA A5",45.438259,12.31891
1566,511,"VENEZIA CORSIA A6",45.438263,12.318851
1567,512,"VENEZIA CORSIA A7",45.438267,12.31878
1568,514,"VENEZIA CORSIA B1",45.437824,12.31919
1569,2996,"Conche",45.233299,12.165479
1570,2997,"Valli Porcellana",45.226418,12.182385
1571,2998,"Valli Porcellana",45.226807,12.182366
1572,2999,"Chioggia Valli",45.224545,12.192207
1573,3000,"Chioggia Valli",45.224964,12.192038
1574,3001,"Chioggia Campo Marconi",45.215088,12.276934
1575,3002,"Ca' Bianca campi Sportivi",45.194939,12.197345
1576,3006,"Cive' Donato",45.20927,12.150584
1577,3007,"Cive' Giovanni XXIII",45.204948,12.149303
1578,3008,"Donato GiovanniXXIII",45.204914,12.148965
1579,3009,"Cive'",45.200138,12.147387
1580,3010,"Cive'",45.200039,12.147732
1581,3011,"Rebosola Sista",45.196125,12.148224
1582,3012,"Rebosola Sista",45.196659,12.148109
1583,3013,"Rebosola Civico 343",45.193928,12.154531
1584,3014,"Rebosola Civico 343",45.194065,12.154216
1585,3015,"Rebosola Zennare",45.194153,12.164305
1586,3016,"Rebosola Zennare",45.194389,12.164145
1587,3017,"Rebosola Civico 167",45.194996,12.175238
1588,3018,"Rebosola Civico 167",45.19463,12.175039
1589,3019,"Ca Bianca Amolara",45.190765,12.194801
1590,3020,"Ca Bianca Amolara",45.191376,12.193472
1591,3021,"Ca Bianca Civico 139",45.193466,12.198726
1592,3022,"Rebosola Civico 139",45.193424,12.19901
1593,3023,"Ca' Bianca Provinciale 7",45.193077,12.201556
1594,3024,"Ca' Bianca Provinciale 7",45.193401,12.201388
1595,3025,"Ca' Bianca Ponte",45.192219,12.203691
1596,3026,"Ca' Bianca Ponte",45.192413,12.20359
1597,3027,"Ca' Bianca Civico 17",45.188992,12.211341
1598,3028,"Ca' Bianca Civico 17",45.189217,12.211221
1599,3029,"Rebosola Ca' Amelia",45.187218,12.220752
1600,3030,"Rebosola Ca' Amelia",45.187271,12.220773
1601,3031,"Rebosola Idrovora",45.185558,12.227914
1602,3032,"Rebosola Idrovora",45.185722,12.228088
1603,3033,"Ca' Pasqua Provinciale 7",45.183624,12.239298
1604,3034,"Ca' Pasqua Provinciale 7",45.183578,12.23949
1605,3035,"Chioggia  Civico 12",45.169395,12.237123
1606,3036,"Chioggia Civico 12",45.169384,12.237401
1607,3037,"Valcerere Dolfina",45.155823,12.209779
1608,3038,"Valcerere Dolfina",45.155735,12.209944
1609,3039,"Cavarzere San Gaetano",45.148018,12.190057
1610,3040,"Cavarzere San Gaetano",45.147945,12.190311
1611,3041,"Dolfina Chilometro 9",45.143009,12.174773
1612,3042,"Dolfina Chilometro 9",45.142857,12.17492
1613,3043,"Dolfina Chiusa",45.133186,12.151216
1614,3044,"Dolfina Chiusa",45.133053,12.151361
1615,3045,"Boscochiaro Braghetta",45.132996,12.139555
1616,3046,"Boscochiaro Braghetta",45.132885,12.13961
1617,3047,"Dolfina",45.153801,12.208898
1618,3048,"Dolfina",45.153835,12.209076
1619,3049,"Cavarzere Strada Km 13",45.141441,12.206133
1620,3050,"Cavarzere Strada Km 13",45.141487,12.206353
1621,3051,"Cavarzere Civico 13",45.13102,12.200368
1622,3052,"Cavarzere Civico 13",45.131062,12.20056
1623,3053,"Cavarzere Civico 244",45.121864,12.1993
1624,3054,"Cavarzere Civico 244",45.121899,12.199492
1625,3055,"San Pietro",45.115273,12.18798
1626,3056,"San Pietro",45.115189,12.188179
1627,3057,"San Pietro Bebbe",45.112099,12.191257
1628,3058,"San Pietro Bebbe",45.112274,12.191451
1629,3059,"Cavarzere San Pietro",45.10574,12.206141
1630,3060,"Cavarzere SanPietro",45.105953,12.206183
1631,3061,"Romea Cavanella",45.105591,12.222574
1632,3062,"Romea Cavanella",45.105721,12.222643
1633,3063,"Cavanella",45.109257,12.246865
1634,3064,"Cavanella",45.109169,12.245553
1635,3065,"Romea Civico 26",45.113926,12.250803
1636,3066,"Romea Civico 26",45.113689,12.250501
1637,3067,"Romea Cimitero",45.115967,12.252334
1638,3068,"Romea Cimitero",45.116379,12.252308
1639,3069,"Romea Pegorina",45.12719,12.257689
1640,3070,"Romea Pegorina",45.127041,12.257287
1641,3071,"Romea Canal di Valle",45.131187,12.259703
1642,3072,"Romea Canal diValle",45.131199,12.259507
1643,3073,"Romea Marinetta",45.139973,12.264314
1644,3074,"Romea Marinetta",45.139927,12.264016
1645,3075,"Romea Primavera",45.141941,12.265545
1646,3076,"Romea Primavera",45.142353,12.265181
1647,3077,"Romea Sant' Anna",45.146671,12.267829
1648,515,"VENEZIA CORSIA B4",45.437893,12.318943
1649,516,"VENEZIA CORSIA B3",45.43787,12.319024
1650,517,"VENEZIA CORSIA B5",45.43792,12.318844
1651,527,"Dei Murazzi Alberoni Diga",45.326313,12.321728
1652,528,"Dei Murazzi Alberoni Diga",45.326397,12.32215
1653,540,"Noale Mestrina",45.549965,12.076958
1654,544,"S.Dona' Pergola",45.50312,12.267841
1655,545,"27 Ottobre Sarpi",45.492622,12.243914
1656,546,"Cavarzere",45.13232,12.081796
1657,547,"Cavanis Capolinea",45.482269,12.202824
1658,548,"Visinoni Comboni",45.508511,12.208772
1659,549,"Visinoni Comboni",45.509361,12.209953
1660,550,"Visinoni Politi",45.511433,12.21131
1661,551,"Visinoni Politi",45.511471,12.21102
1662,552,"Madonna Marina Cimitero",45.203392,12.288547
1663,553,"Sottomarina Da Verrazzano",45.20266,12.293414
1664,554,"Sottomarina Calliope",45.204208,12.294445
1665,556,"Noale Moro",45.54504,12.070506
1666,557,"Noale Moro",45.54493,12.070262
1667,558,"Noale Ospedale",45.552788,12.074696
1668,559,"Noale Ospedale",45.552532,12.07461
1669,563,"Dolo Scuole",45.429447,12.085933
1670,564,"Padova Ospedale",45.40443,11.887304
1671,565,"Padova Ospedale",45.404526,11.887412
1672,566,"Padova Gozzi",45.410606,11.882703
1673,567,"Padovai Gozzi",45.411858,11.882476
1674,575,"Dolo Bandiera",45.427425,12.092207
1675,576,"Dolo Bandiera",45.427372,12.092373
1676,587,"Trieste Stazione FS",45.147671,12.084365
1677,588,"Trieste Stazione FS",45.147278,12.084515
1678,590,"delle Messi Bissuola",45.494823,12.26796
1679,591,"Mira Ponte delle Porte",45.437134,12.141598
1680,592,"Matteotti Civico 96",45.437008,12.141612
1681,594,"Salzano Oddo Stocco",45.520779,12.110995
1682,597,"Sernaglia Dante",45.484398,12.236181
1683,598,"Perarolo Civico 234",45.423588,11.977897
1684,599,"Mirano Paganini",45.487751,12.11038
1685,601,"Mirano Scuola Mazzini",45.495209,12.103215
1686,602,"Mirano Mariutto",45.495628,12.113461
1687,603,"MIrano Vicenza",45.496159,12.118118
1688,605,"Spinea Civico 117",45.50481,12.133834
1689,606,"MIrano Civico 11",45.512928,12.115086
1690,607,"Mirano Villafranca",45.494122,12.119549
1691,608,"San Liberale Morante",45.550186,12.334412
1692,609,"San Liberale Morante",45.550491,12.333693
1693,610,"Spinea Negrelli",45.502098,12.141241
1694,611,"Giovannacci Ulloa",45.479134,12.229342
1695,612,"Stazione MESTRE FS C1",45.482079,12.234669
1696,613,"Favretti MESTRE FS C2",45.482021,12.234631
1697,614,"27 Ottobre Pepe",45.491108,12.246254
1698,615,"Carducci Pascoli",45.491093,12.239982
1699,616,"Pio X MESTRE CENTRO B3",45.493553,12.246008
1700,617,"Bottenigo Bottenigo",45.46067,12.219049
1701,620,"Pietro Arduino Capolinea",45.459454,12.212659
1702,621,"Bottenigo Pinton",45.46204,12.215501
1703,622,"Bottenigo Pinton",45.461861,12.214904
1704,623,"Ca' Lin Castellana",45.529728,12.18739
1705,624,"Mirano Civico 24",45.508617,12.119734
1706,625,"Marinai d'Italia",45.432674,12.137235
1707,626,"Mira Marinai d'Italia",45.43248,12.137157
1708,629,"Pio X MESTRE CENTRO B5",45.493824,12.245619
1709,630,"Azoto",45.465477,12.238401
1710,632,"Terminal Ro-Port",45.426861,12.247721
1711,633,"Correnti Beccaria",45.465832,12.22243
1712,637,"Deposito della Fisica",45.446365,12.207115
1713,638,"Deposito della Fisica",45.445965,12.206977
1714,640,"Marsala Centro Don Vecchi",45.521137,12.229685
1715,641,"Spinea San Remo",45.495674,12.156374
1716,642,"Murano Distretto Sanitari",45.491623,12.155826
1717,646,"Colombo MESTRE CENTRO B7",45.493332,12.246082
1718,649,"Dolo Ca' Tron",45.427074,12.086655
1719,651,"Dolo Ca' Tron",45.426838,12.086803
1720,652,"Mirano Sport",45.494877,12.095137
1721,655,"Salzano FS",45.533493,12.110739
1722,656,"Salzano FS",45.533592,12.110635
1723,657,"Preganziol Fratelli Cervi",45.60603,12.2359
1724,658,"Preganziol Fratelli Cervi",45.605782,12.2357
1725,659,"Preganziol Albrizzi",45.628551,12.239581
1726,660,"Preganziol Albrizzi",45.62833,12.23941
1727,1094,"Castellana Parolari",45.517685,12.202957
1728,1095,"Zelarino Municipio",45.514652,12.208177
1729,1096,"Zelarino Chiesa",45.512611,12.211345
1730,1097,"Castellana Carpaccio",45.510914,12.214054
1731,1098,"Castellana Marzenego",45.506756,12.217998
1732,1099,"Castellana Bellotto",45.503155,12.221167
1733,1100,"Castellana Piazzetta",45.500782,12.225597
1734,1101,"Castellana Cipressina",45.499443,12.227614
1735,1102,"Martellago Fornace",45.540813,12.171749
1736,1103,"Circonvallazione Olimpia",45.495914,12.235816
1737,1110,"Gaggio Vivaldi",45.55238,12.310728
1738,1112,"San Liberale Nievo",45.548805,12.338846
1739,1113,"Marcon Stadio",45.556049,12.304468
1740,1114,"Marcon Perosi",45.557934,12.309132
1741,1118,"Mogliano Liceo",45.557785,12.244257
1742,1121,"Orlanda Pinerolo",45.500954,12.322621
1743,1122,"Mazzocco",45.553291,12.267604
1744,1126,"Marcon Sport",45.558533,12.304063
1745,1127,"Marcon  Cultura",45.555798,12.298609
1746,1128,"Marcon Oberdan",45.559689,12.298708
1747,1130,"Marcon Marmolada",45.563,12.298902
1748,1131,"Marcon Municipio",45.554241,12.299228
1749,1132,"Marcon Raffaello",45.553646,12.300523
1750,1133,"Marcon Altinia",45.543171,12.304363
1751,1139,"Gaggio Cimitero",45.553787,12.318586
1752,1140,"Gaggio",45.552181,12.316322
1753,1141,"Gaggio Fermi",45.552124,12.314172
1754,1142,"Marcon Centro Commerciale",45.547321,12.306565
1755,1143,"Marcon della Stazione",45.548691,12.308851
1756,1150,"Pertini Foscari",45.490726,12.269732
1757,1151,"Naccari Zarlino",45.216194,12.273779
1758,1160,"Pasqualigo Martiri",45.508911,12.262359
1759,1171,"Forte Marghera Gerlin",45.488258,12.25005
1760,1172,"Forte Marghera Hermada",45.484634,12.25342
1761,1173,"Forte Marghera Millosevic",45.482754,12.25523
1762,1174,"Forte Marghera Moretti",45.481213,12.256661
1763,1175,"Forte Marghera Aretusa",45.478943,12.260188
1764,1177,"Orlanda Appia",45.479942,12.270513
1765,3078,"Romea Sant' Anna",45.145649,12.266993
1766,3079,"Romea Fisola",45.152374,12.27079
1767,3080,"Romea Fisola",45.152176,12.270442
1768,3081,"Romea Ca' Lino",45.158108,12.272101
1769,3082,"Romea Ca' Lino",45.157623,12.271881
1770,3083,"Romea Civico 456",45.168549,12.274228
1771,3084,"Romea Civico 456",45.168457,12.274
1772,3085,"Romea Vecchia Romea",45.174629,12.27574
1773,3086,"Vecchia Romea",45.174706,12.275588
1774,3087,"Romea Civico 6",45.178238,12.278865
1775,3088,"Lungo Brenta Civico 6",45.178398,12.278578
1776,3089,"Chioggia San Giuseppe",45.177555,12.284959
1777,3090,"Lungo Brenta San Giuseppe",45.17775,12.284582
1778,3091,"Chioggia Brenta",45.177368,12.287667
1779,3092,"San Giuseppe Lungo Brenta",45.177387,12.288013
1780,3093,"Chioggia Civico 78",45.172729,12.290546
1781,3094,"Chioggia Civico 78",45.172634,12.290963
1782,3095,"Chioggia Civico 64",45.170811,12.292748
1783,3096,"Chioggia Civico 64",45.170948,12.293066
1784,3097,"Ca' Lino 1 Maggio",45.164536,12.29732
1785,3098,"San Giuseppe 1 Maggio",45.164688,12.29755
1786,3099,"Chioggia Ca' Lino",45.160069,12.299335
1787,3100,"San  Giuseppe Ca' Lino",45.160221,12.299539
1788,3101,"Ca' Lino Colmello",45.159306,12.3072
1789,3102,"Nazioni Unite Colmello",45.159538,12.307345
1790,3103,"Isola Verde Isamar",45.163296,12.322385
1791,3104,"Isola Verde Isamar",45.163223,12.321985
1792,3105,"Isola Verde Civico 22",45.167912,12.324944
1793,3106,"Isola Verde Civico 22",45.167618,12.324591
1794,3107,"Isola Verde Civico 7",45.171391,12.322121
1795,3108,"Isola Verde Civico 7",45.171146,12.322104
1796,3109,"Isola Verde",45.174793,12.318967
1797,3110,"Rebosola Civico 21",45.183903,12.248857
1798,3111,"Rebosola Civico 21",45.184074,12.249126
1799,3112,"Rebosola Darsena",45.183239,12.265562
1800,3113,"Brondolo Darsena",45.183369,12.265626
1801,3114,"Brondolo Ponte",45.184746,12.271538
1802,3115,"Brondolo Ponte",45.184883,12.271551
1803,3118,"Chioggia Ponte Trezze",45.215416,12.224485
1804,3119,"Chioggia Ponte Trezze",45.215282,12.224211
1805,3120,"Chioggia della Larga",45.220051,12.212941
1806,3121,"Chioggia della Larga",45.219917,12.212667
1807,3125,"Dolo Seriola",45.422485,12.09534
1808,3126,"Dolo Seriola",45.422234,12.09516
1809,3143,"Mira Stazione FS",45.427265,12.138959
1810,3145,"Chioggia Borgo San Giovan",45.20776,12.275805
1811,3146,"Brondolo Ortofrutticolo",45.185062,12.276017
1812,3255,"Impastato Centro Commerci",45.512432,12.228024
1813,3267,"Sottomarina",45.212502,12.291675
1814,3269,"Chioggia San Domenico",45.218418,12.281683
1815,3270,"Chioggia San Domenico",45.218456,12.280875
1816,3271,"Isola Unione Parcheggio",45.216511,12.287815
1817,3272,"Isola Unione Parcheggio",45.216297,12.287809
1818,3273,"Isola Unione UNIONE D",45.217289,12.284217
1819,3274,"Isola Unione UNIONE E",45.217236,12.284381
1820,3275,"Isola Unione UNIONE F",45.217258,12.284185
1821,3276,"Isola Unione UNIONE G",45.217197,12.284346
1822,3280,"Sottomarina Piemonte",45.217026,12.292926
1823,3283,"Sottomarina Brerscia",45.212952,12.291872
1824,3284,"Sottomarina Brescia",45.212872,12.291975
1825,3286,"Sottomarina San Marco",45.210602,12.290992
1826,3288,"Sottomarina Bergamo",45.211948,12.292962
1827,3293,"Sottomarina Isonzo",45.218281,12.294814
1828,3294,"Sottomarina Piemonte",45.216869,12.294754
1829,3297,"Sottomarina Altair",45.206123,12.295406
1830,3298,"Sottomarina Pisani",45.203838,12.296146
1831,3299,"Sottomarina Pigafetta",45.201153,12.296906
1832,3300,"Sottomarina Vega",45.19878,12.297683
1833,3302,"Sottomarina Pisani",45.20406,12.299804
1834,3304,"Sottomarina Tirreno",45.207752,12.298079
1835,3305,"Sottomarina Boschetto",45.210365,12.29609
1836,3309,"Sottomarina Pisani",45.203598,12.299504
1837,3312,"Sottomarina Vespucci",45.198315,12.299032
1838,3313,"Sottomarina Da Verrazzano",45.197784,12.29533
1839,3314,"Sottomarina Zeno",45.197468,12.292822
1840,3315,"Sottomarina Schiavo",45.197159,12.288358
1841,3316,"Sottomarina Celsi",45.196945,12.285506
1842,661,"Treviso Pindemonte",45.645802,12.24156
1843,662,"Treviso Pindemonte",45.645802,12.24137
1844,663,"Treviso Loredan",45.654121,12.24327
1845,664,"Treviso Loredan",45.654499,12.243333
1846,665,"Treviso FS",45.660358,12.245558
1847,666,"Treviso FS",45.660957,12.245749
1848,667,"Preganziol Gabbin",45.601334,12.235251
1849,671,"Preganziol  Bandiera",45.633812,12.23991
1850,672,"Preganziol Bandiera",45.633961,12.240131
1851,674,"Mogliano Zermanesa",45.56076,12.245408
1852,692,"Monre Celo FAVARO",45.505863,12.291429
1853,695,"Dogaletto",45.414219,12.190766
1854,1003,"Torino Ancona",45.481697,12.24754
1855,1004,"Torino Rossetto",45.48045,12.250155
1856,1005,"Torino Universita'",45.478745,12.253215
1857,1006,"Universita'",45.479362,12.252038
1858,1007,"Paganello Ticozzi",45.4771,12.250582
1859,1008,"Ca' Marcello Rossetto",45.478771,12.246408
1860,1011,"Corso del Popolo Torino",45.484406,12.240851
1861,1012,"Corso del Popolo Milano",45.487572,12.242548
1862,1013,"Corso del Popolo Mestrina",45.490402,12.24434
1863,1017,"Castellana Santa Chiara",45.498108,12.232547
1864,1023,"Cappuccina Sernaglia",45.483387,12.236174
1865,1024,"Trento Fagare'",45.483765,12.227965
1866,1025,"Trento Podgora",45.487171,12.224797
1867,1026,"Trento Gazzera Alta",45.489918,12.223829
1868,1027,"Olmo Vittorio Veneto",45.519043,12.191508
1869,1029,"Miranese Avanti",45.484634,12.194906
1870,1030,"Miranese Ivancich",45.484715,12.19808
1871,1031,"Miranese Pergine",45.484879,12.203424
1872,1032,"Miranese Piemonte",45.484951,12.208591
1873,1033,"Miranese Lazio",45.485245,12.212564
1874,1034,"Miranese Calucci",45.485565,12.21708
1875,1035,"Miranese Giustizia",45.485977,12.220436
1876,1036,"Miranese Monteverdi",45.490574,12.226953
1877,1037,"Miranese Vivaldi",45.492195,12.230649
1878,1039,"Piave Puccini",45.491222,12.23554
1879,1041,"Piave Fiume",45.487812,12.234284
1880,1042,"Piave Podgora",45.484528,12.232892
1881,1045,"Brendole Promontore",45.498634,12.218391
1882,1046,"Brendole Arsa",45.496414,12.218858
1883,1047,"Asseggiano Chiesa",45.497391,12.182811
1884,1048,"Asseggiano Da Todi",45.496391,12.18558
1885,1049,"Asseggiano Euganea",45.495205,12.190536
1886,1050,"Asseggiano Marzabotto",45.493912,12.195908
1887,1051,"Asseggiano Pendini",45.493275,12.201344
1888,1052,"Asseggiano Volta",45.492748,12.206956
1889,1053,"Asseggiano Morin",45.493046,12.214119
1890,1054,"Asseggiano Pirano",45.494484,12.216845
1891,1055,"Gazzera Chiesa",45.494804,12.21825
1892,1060,"Ca' Lin Pitagora",45.532757,12.190114
1893,1061,"Ca' Lin Gatta",45.536583,12.191025
1894,1062,"Maerne Mulino",45.530563,12.15199
1895,1063,"Gatta Protagora",45.537502,12.195558
1896,1064,"Gatta Civico 47",45.536991,12.203035
1897,1065,"Gatta Santa Lucia",45.534924,12.207728
1898,1066,"Gatta Civico 90",45.534519,12.213288
1899,1067,"Gatta Scaramuzza",45.533882,12.218638
